gene;Column1;alleles_with_growth_0-0.062;alleles_with_growth_0.062-0.12;alleles_with_growth_0.12-0.25;alleles_with_growth_0.25-0.5;alleles_with_growth_0.5-2;alleles_with_growth_2-4;alleles_with_growth_4-8;alleles_with_growth_8-16;alleles_with_growth_16-inf;pvalue;FDR;MeanFC_DIU1;gene_name;defline;description;synonyms;predalgo_protein_localization;PFAM;Panther;KOG;KEGG_ec;KEGG_Orthology;Gene_Ontology_terms;best_arabidopsis_TAIR10_hit_name;best_arabidopsis_TAIR10_hit_symbol;best_arabidopsis_TAIR10_hit_defline
Cre09.g405200;CHLRE_09g405200v5;0;0;0;0;0;1;0;0;0;0.086434321978;NA;1;MRPL13;Mitochondrial ribosomal protein L13;Putative mitochondrial ribosomal protein L13, imported to mitochondria;g10049.t1,Cre09.g405200.t1.1;O;PF00572;PTHR11545;KOG3203;-;K02871;GO:0003735,GO:0005840,GO:0006412;AT3G01790.1;-;Ribosomal protein L13 family protein
Cre09.g405300;CHLRE_09g405300v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10051.t2, g10051.t1,Cre09.g405300.t1.1;C;-;-;-;-;-;-;-;-;-
Cre09.g405350;CHLRE_09g405350v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10052.t1, g10052.t2,Cre09.g405350.t1.1;M;-;-;-;-;-;-;-;-;-
Cre09.g405500;CHLRE_09g405500v5;0;0;0;0;2;1;0;0;0;0.237530356347;1;1;MLDP1,MLD1;-;-;g10055.t1,MLD1;O;-;-;-;-;-;-;-;-;-
Cre09.g405701;CHLRE_09g405701v5;0;0;0;0;2;1;0;0;0;0.237530356347;1;1;-;-;-;g10059.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g405750;CHLRE_09g405750v5;0;0;0;0;1;0;0;0;0;1;NA;0;CAH8;Carbonic anhydrase;Beta-type carbonic anhydrase. Characterized by Ynalvez et al. 2008 [PMID: 18405332], who found it to be constituitively expressed. The inorganic carbon-concentrating mechanism has been reviewed by Spalding (2008) [PMID: 17597098].;g10060.t1,CAH8;M;PF00484;PTHR11002,PTHR11002:SF1;KOG1578;4.2.1.1;K01673;GO:0004089,GO:0008270,GO:0015976;AT3G01500.3;ATBCA1,ATSABP3,CA1,SABP3;carbonic anhydrase 1
Cre09.g405776;CHLRE_09g405776v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10061.t1;M;-;-;-;-;-;-;-;-;-
Cre09.g406000;CHLRE_09g406000v5;0;0;0;0;1;0;0;0;0;1;NA;0;BPL1;Biotin-acetyl-CoA-carboxylase ligase, biotin/lipoate A/B protein ligase;Biotin-acetyl-CoA-carboxylase ligase, biotin/lipoate A/B protein ligase.  Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (Holocarboxylase synthetase);g10066.t1,BPL1;M;PF03099;PTHR12835;-;-;-;GO:0004077,GO:0006464,GO:0003824;AT2G25710.1;HCS1;holocarboxylase synthase 1
Cre09.g406050;CHLRE_09g406050v5;0;0;0;0;2;0;0;0;0;1;1;0;PYR7;CTP synthase;"CTP synthase (UTP-ammonia lyase); CTPS or PYRG; URA7 and URA8 in yeast; contains a stretch of 9 His residues";g10067.t1,Cre09.g406050.t1.1,PYR7;O;PF00117,PF06418;PTHR11550;KOG2387;6.3.4.2;K01937;GO:0003883,GO:0006221;AT1G30820.1;-;CTP synthase family protein
Cre09.g406100;CHLRE_09g406100v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10068.t1,Cre09.g406100.t1.1;C;-;-;-;-;-;-;-;-;-
Cre09.g406200;CHLRE_09g406200v5;0;0;0;0;1;0;0;0;0;1;NA;0;TSO1,PRORS1;Prolyl-tRNA synthetase;Prolyl-tRNA synthetase.  Organellar class II (G, H, P and S) aminoacyl tRNA synthetase.  Previously annotated as ProRS1 or PRORS1 but renamed in tRNA synthetase series;g10070.t1,Cre09.g406200.t1.1,TSO1;C;PF03129,PF00587,PF09180;PTHR11451,PTHR11451:SF6;KOG4163;6.1.1.15;K01881;GO:0004812,GO:0005524,GO:0006412,GO:0000166,GO:0005737,GO:0006418,GO:0004827,GO:0006433;AT5G52520.1;OVA6,PRORS1;Class II aaRS and biotin synthetases superfamily protein
Cre09.g406250;CHLRE_09g406250v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10071.t1;SP;PF01753;PTHR13244;-;-;-;GO:0008270;AT4G24560.1;UBP16;ubiquitin-specific protease 16
Cre09.g406300;CHLRE_09g406300v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10072.t1,Cre09.g406300.t1.1;O;-;-;-;-;-;-;-;-;-
Cre09.g406350;CHLRE_09g406350v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10073.t1;SP;PF06027;PTHR14233;KOG2766;-;-;-;AT3G59310.1;-;Eukaryotic protein of unknown function (DUF914)
Cre09.g406400;CHLRE_09g406400v5;0;0;0;0;5;1;0;0;0;0.418627062421;1;1;CTP3;Heavy metal transporting ATPase;P-type ATPase superfamily, membrane protein, related to copper transporting P-type ATPases (HMA);g10074.t1;O;PF00702,PF00122,PF00403;PTHR24093:SF39,PTHR24093;KOG0207;-;-;GO:0003824,GO:0008152,GO:0000166,GO:0046872,GO:0030001;AT1G63440.1;HMA5;heavy metal atpase 5
Cre09.g406416;CHLRE_09g406416v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10075.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g406448;CHLRE_09g406448v5;0;0;0;0;7;0;0;0;0;1;1;0;-;-;-;g10077.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g406500;CHLRE_09g406500v5;0;0;0;1;5;0;0;0;0;0.177112892037;1;-1;-;-;-;g10078.t1, g10078.t2;C;-;-;-;-;-;-;-;-;-
Cre09.g406600;CHLRE_09g406600v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10080.t1;SP;-;-;-;-;-;-;-;-;-
Cre09.g406625;CHLRE_09g406625v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10081.t1;M;-;PTHR24838,PTHR24838:SF447;-;-;-;-;-;-;-
Cre09.g406650;CHLRE_09g406650v5;0;0;0;0;3;1;0;0;0;0.30342871864;1;1;-;-;-;g10082.t1,Cre09.g406650.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre09.g406700;CHLRE_09g406700v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g10083.t1;M;PF00082;PTHR10795,PTHR10795:SF75;-;-;-;GO:0004252,GO:0006508;-;-;-
Cre09.g406750;CHLRE_09g406750v5;0;0;0;0;7;0;0;0;0;1;1;0;-;-;-;g10084.t2, g10084.t1;SP;PF00201;PTHR11926;-;-;-;GO:0008152,GO:0016758;AT3G02100.1;-;UDP-Glycosyltransferase superfamily protein
Cre09.g406900;CHLRE_09g406900v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10087.t1,Cre09.g406900.t1.1;O;-;-;-;-;-;-;-;-;-
Cre09.g406950;CHLRE_09g406950v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10088.t1;C;-;-;-;-;-;-;-;-;-
Cre09.g406983;CHLRE_09g406983v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10089.t1,Cre09.g407000.t1.2;O;PF07683;PTHR13748,PTHR13748:SF4;-;-;-;-;-;-;-
Cre09.g407050;CHLRE_09g407050v5;0;0;0;0;3;0;0;0;0;1;1;0;MMP24;-;-;g10091.t1,Cre09.g407050.t1.1,MMP24;SP;PF05548;-;-;-;-;-;-;-;-
Cre09.g407100;CHLRE_09g407100v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10092.t1, g10092.t2;M;PF03719;PTHR13718,PTHR13718:SF2;-;-;K02988;GO:0003735,GO:0005622,GO:0005840,GO:0006412;AT1G64880.1;-;Ribosomal protein S5 family protein
Cre09.g407110;CHLRE_09g407110v5;0;0;1;0;5;0;0;0;0;0.0261451948664;1;-2;-;-;-;g10093.t1;O;-;PTHR12461:SF3,PTHR12461;-;-;-;-;AT5G19840.2;-;2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Cre09.g407120;CHLRE_09g407120v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10094.t1,Cre09.g407120.t1.1;M;-;-;-;-;-;-;-;-;-
Cre09.g407150;CHLRE_09g407150v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g10095.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g407200;CHLRE_09g407200v5;0;0;0;0;4;0;0;0;0;1;1;0;POD1;-;-;g10096.t1,Cre09.g407200.t1.1,POD1;C;PF01266;PTHR10668:SF5,PTHR10668;KOG4254;-;-;GO:0016491;AT1G57770.1;-;FAD/NAD(P)-binding oxidoreductase family protein
Cre09.g407250;CHLRE_09g407250v5;0;0;0;0;1;1;0;0;0;0.165395681249;1;1;FAP270;Flagellar Associated Protein;Hypothetical Flagellar Associated Protein with ankyrin repeats, found in the flagellar proteome [PMID: 15998802];g10097.t2, g10097.t1,Cre09.g407250.t1.1;O;PF00023;-;-;-;-;GO:0005515;AT2G03430.1;-;Ankyrin repeat family protein
Cre09.g407300;CHLRE_09g407300v5;0;0;0;0;7;0;0;0;0;1;1;0;-;-;-;g10098.t1;C;PF00561;PTHR10992;KOG1454;-;-;-;AT3G10840.1;-;alpha/beta-Hydrolases superfamily protein
Cre09.g407350;CHLRE_09g407350v5;0;0;0;0;1;0;0;0;0;1;NA;0;NAT23;-;-;g10099.t1,NAT23;SP;PF04832;PTHR11220;-;-;-;-;AT1G78460.1;-;SOUL heme-binding family protein
Cre09.g407373;CHLRE_09g407373v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10100.t1,Cre09.g407373.t1.1;M;PF00583;PTHR23091;-;-;-;GO:0008080,GO:0008152;AT5G11340.1;-;Acyl-CoA N-acyltransferases (NAT) superfamily protein
Cre09.g407450;CHLRE_09g407450v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10102.t1,Cre09.g407450.t1.1;O;-;-;-;-;-;-;AT1G73470.1;-;-
Cre09.g407501;CHLRE_09g407501v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10103.t1,Cre09.g407501.t1.1;C;PF00686;-;-;-;-;GO:0003824,GO:0005975;AT5G01260.1;-;Carbohydrate-binding-like fold
Cre09.g407550;CHLRE_09g407550v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10104.t1,Cre09.g407550.t1.1;O;PF02037;-;-;-;-;GO:0003676;-;-;-
Cre09.g407650;CHLRE_09g407650v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10106.t1,Cre09.g407650.t1.1;M;-;-;-;-;-;-;-;-;-
Cre09.g407750;CHLRE_09g407750v5;0;0;0;0;1;0;0;0;0;1;NA;0;CGL130;-;-;g10108.t1,Cre09.g407750.t1.1;O;-;-;-;-;-;-;AT4G15790.1;-;-
Cre09.g407801;CHLRE_09g407801v5;0;0;0;1;5;0;0;0;0;0.177112892037;1;-1;AKC1;-;-;g10109.t1,Cre09.g407800.t1.3;C;PF03109;PTHR10566,PTHR10566:SF10;KOG1235;-;K08869;-;AT5G05200.1;-;Protein kinase superfamily protein
Cre09.g407850;CHLRE_09g407850v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10110.t1,Cre09.g407850.t1.1;C;-;-;-;-;-;-;-;-;-
Cre09.g407900;CHLRE_09g407900v5;0;0;0;0;1;0;0;0;0;1;NA;0;RRM8;-;-;g10111.t1,Cre09.g407900.t1.1,RRM8;O;PF10672;PTHR11061,PTHR11061:SF11;-;-;-;-;AT1G54310.2;-;S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Cre09.g407950;CHLRE_09g407950v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10112.t1,Cre09.g407950.t1.1;SP;PF03227;PTHR13234,PTHR13234:SF8;KOG3160;-;-;-;-;-;-
Cre09.g408000;CHLRE_09g408000v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10113.t1;SP;PF03227;PTHR13234,PTHR13234:SF8;KOG3160;-;-;-;-;-;-
Cre09.g408051;CHLRE_09g408051v5;0;0;0;0;9;0;0;0;0;1;1;0;-;-;-;g10114.t1,Cre09.g408050.t1.3;M;PF02536;PTHR13068,PTHR13068:SF3;-;-;-;-;AT2G03050.1;EMB93,SOLDAT10;Mitochondrial transcription termination factor family protein
Cre09.g408100;CHLRE_09g408100v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10115.t1,Cre09.g408100.t1.1;O;PF01753;PTHR13244;-;-;-;GO:0008270;AT2G17900.1;SDG37;SET domain group 37
Cre09.g408250;CHLRE_09g408250v5;0;0;0;0;4;1;0;0;0;0.363630070175;1;1;EEF1A2;-;-;g10118.t1,EEF1A2;O;PF00009,PF03143;PTHR26328:SF47,PTHR26328;KOG0458;-;-;GO:0003924,GO:0005525;AT1G07930.2;-;GTP binding Elongation factor Tu family protein
Cre09.g408300;CHLRE_09g408300v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10119.t1,Cre09.g408300.t1.1;O;-;-;-;-;-;-;-;-;-
Cre09.g408350;CHLRE_09g408350v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10120.t1,Cre09.g408350.t1.1;O;PF05903;-;-;-;-;-;-;-;-
Cre09.g408400;CHLRE_09g408400v5;0;0;0;0;1;0;0;0;0;1;NA;0;TPT12;-;-;g10121.t1,TPT12;SP;PF01753;PTHR13244;-;-;-;GO:0008270;AT4G24560.1;UBP16;ubiquitin-specific protease 16
Cre09.g408428;CHLRE_09g408428v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10122.t1,Cre09.g408428.t1.1;M;PF03151;PTHR11132;KOG1441;-;-;-;AT3G14410.1;-;Nucleotide/sugar transporter family protein
Cre09.g408464;CHLRE_09g408464v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10123.t1;O;PF10637;PTHR12117;KOG3844;-;-;GO:0005506,GO:0016706,GO:0031418,GO:0055114;-;-;-
Cre09.g408500;CHLRE_09g408500v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10124.t1;M;PF01866;PTHR10762,PTHR10762:SF1;KOG2648;-;-;GO:0005737,GO:0017183;AT5G62030.1;-;diphthamide synthesis DPH2 family protein
Cre09.g408550;CHLRE_09g408550v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10125.t1,Cre09.g408550.t1.1;O;PF00899;PTHR10953;KOG2014;6.3.2.19;K10684;GO:0003824;AT5G50680.2;ATSAE1B,SAE1B;SUMO activating enzyme 1B
Cre09.g408600;CHLRE_09g408600v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10126.t1,Cre09.g408600.t1.1;O;PF02900;-;-;-;-;GO:0006725,GO:0008198,GO:0016491;AT4G15093.1;-;catalytic LigB subunit of aromatic ring-opening dioxygenase family
Cre09.g408626;CHLRE_09g408626v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10127.t1;M;-;-;-;-;-;-;-;-;-
Cre09.g408676;CHLRE_09g408676v5;0;0;0;0;6;0;0;0;0;1;1;0;-;-;-;g10129.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g408700;CHLRE_09g408700v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10130.t1,Cre09.g408700.t1.1;M;-;-;-;-;-;-;-;-;-
Cre09.g408800;CHLRE_09g408800v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10132.t1,Cre09.g408800.t1.1;O;PF04749;PTHR15907;-;-;-;-;AT2G40935.1;-;PLAC8 family protein
Cre09.g408851;CHLRE_09g408851v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g10134.t2, g10134.t1;O;PF00557;PTHR10804,PTHR10804:SF6;-;3.4.11.9;K01262;GO:0009987;AT4G36760.1;APP1,ATAPP1;aminopeptidase P1
Cre09.g409000;CHLRE_09g409000v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10137.t1;SP;-;-;-;-;-;-;-;-;-
Cre09.g409050;CHLRE_09g409050v5;0;0;0;0;2;0;0;0;0;1;1;0;OTU6;-;-;g10138.t1,Cre09.g409050.t1.1,OTU6;C;PF02338;PTHR13312;KOG3288;3.1.2.-;K13719;-;AT1G50670.1;-;OTU-like cysteine protease family protein
Cre09.g409200;CHLRE_09g409200v5;0;0;0;0;1;0;0;0;0;1;NA;0;SRS6;-;-;g10141.t1,Cre09.g409200.t1.1,SRS6;O;-;-;-;-;K13172;-;AT3G49601.1;-;-
Cre09.g409300;CHLRE_09g409300v5;0;0;0;2;7;1;0;0;0;0.0262364390774;1;-1;-;-;-;g10143.t1,Cre09.g409300.t1.1;SP;PF06742,PF06863;-;-;-;-;-;-;-;-
Cre09.g409325;CHLRE_09g409325v5;0;0;0;0;6;0;0;0;0;1;1;0;-;-;-;g10144.t1,Cre09.g409336.t1.2;-;-;-;-;-;-;-;-;-;-
Cre09.g409350;CHLRE_09g409350v5;0;0;0;0;1;0;0;0;0;1;NA;0;RLI1;Fe-S ABC transporter;Essential Fe-S protein required for ribosome biogenesis and translation initiation. ABC-type ATPase.;g10145.t1,Cre09.g409350.t1.1,RLI1;O;PF04068,PF00037,PF00005;PTHR19248;KOG0063;-;K06174;GO:0009055,GO:0051536,GO:0005524,GO:0016887;AT4G19210.1;ATRLI2,RLI2;RNAse l inhibitor protein 2
Cre09.g409426;CHLRE_09g409426v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10146.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g409500;CHLRE_09g409500v5;0;0;0;1;0;0;0;0;0;0.0231820208218;NA;-1;-;-;-;g10147.t1,Cre09.g409500.t1.1;O;PF01918;PTHR13516;KOG2567;-;-;GO:0003676;AT3G07030.1;-;Alba DNA/RNA-binding protein
Cre09.g409550;CHLRE_09g409550v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10148.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g409600;CHLRE_09g409600v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10149.t1;M;-;-;-;-;-;-;-;-;-
Cre09.g409650;CHLRE_09g409650v5;0;0;0;0;3;1;0;0;0;0.30342871864;1;1;-;-;-;g10150.t1,Cre09.g409650.t1.1;O;PF00097;-;-;-;-;-;AT4G34100.1;-;RING/U-box superfamily protein
Cre09.g409700;CHLRE_09g409700v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g10151.t1,Cre09.g409700.t1.1;C;PF09718;-;-;-;-;-;-;-;-
Cre09.g409750;CHLRE_09g409750v5;0;0;0;0;2;0;0;0;0;1;1;0;CAX2;CAX family cation antiporter, membrane protein;"CAX family of Cation antiporters, membrane protein. Putative Ca2+/H+ antiporter [PMID: 15710683], related to fungi and plants Ca2+/H+ antiporters (CAX); related to yeast VCX1 (or Manganese resistance 1)";g10153.t1,CAX2;C;PF01699;-;KOG1397;-;-;GO:0016021,GO:0055085;AT3G13320.1;atcax2,CAX2;cation exchanger 2
Cre09.g409801;CHLRE_09g409801v5;0;0;0;1;4;0;0;0;0;0.143329201755;1;-1;-;-;-;g10154.t1,Cre09.g409800.t1.3;O;PF01966;PTHR11373,PTHR11373:SF9;KOG2681;-;-;GO:0008081,GO:0046872;AT5G40270.1;-;HD domain-containing metal-dependent phosphohydrolase family protein
Cre09.g409850;CHLRE_09g409850v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10155.t1,Cre09.g409850.t1.1;O;-;-;-;-;-;-;-;-;-
Cre09.g409951;CHLRE_09g409951v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10157.t1,Cre09.g409950.t1.3;O;PF03652;-;-;-;-;GO:0005737,GO:0006281,GO:0006310,GO:0006974,GO:0016788;AT1G12244.1;-;Polynucleotidyl transferase, ribonuclease H-like superfamily protein
Cre09.g410000;CHLRE_09g410000v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g10158.t1;O;PF02586;PTHR13604;KOG2618;-;-;-;AT2G26470.1;-;-
Cre09.g410050;CHLRE_09g410050v5;0;0;0;0;6;0;0;0;0;1;1;0;-;-;-;g10159.t1,Cre09.g410050.t1.1;O;PF00689,PF00702,PF00690,PF00122;PTHR24093,PTHR24093:SF176;KOG0202;3.6.3.8;K01537;GO:0006754,GO:0006812,GO:0015662,GO:0016020,GO:0003824,GO:0008152,GO:0000166,GO:0046872;AT1G07810.1;ACA3,ATECA1,ECA1;ER-type Ca2+-ATPase 1
Cre09.g410100;CHLRE_09g410100v5;0;0;0;0;6;0;0;0;0;1;1;0;-;-;-;g10161.t1,Cre09.g410100.t1.1;O;PF00689,PF00702,PF00690,PF00122;PTHR24093,PTHR24093:SF176;KOG0202;3.6.3.8;K01537;GO:0006754,GO:0006812,GO:0015662,GO:0016020,GO:0003824,GO:0008152,GO:0000166,GO:0046872;AT1G07810.1;ACA3,ATECA1,ECA1;ER-type Ca2+-ATPase 1
Cre09.g410150;CHLRE_09g410150v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10162.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g410200;CHLRE_09g410200v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10163.t1,Cre09.g410200.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre09.g410250;CHLRE_09g410250v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10164.t1;C;-;-;-;-;-;-;-;-;-
Cre09.g410300;CHLRE_09g410300v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g10165.t1;O;PF08766,PF01593;PTHR10742:SF48,PTHR10742;KOG3454;-;-;-;-;-;-
Cre09.g410332;CHLRE_09g410332v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10166.t1,Cre09.g410332.t1.1;O;PF00069;PTHR23257,PTHR23257:SF99;-;-;-;GO:0004672,GO:0005524,GO:0006468;AT3G20200.1;-;Protein kinase protein with adenine nucleotide alpha hydrolases-like domain
Cre09.g410350;CHLRE_09g410350v5;0;0;0;1;0;0;0;0;0;0.0231820208218;NA;-1;-;-;-;g10167.t1;C;-;-;-;-;-;-;-;-;-
Cre09.g410400;CHLRE_09g410400v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10168.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g410450;CHLRE_09g410450v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10169.t1,Cre09.g410450.t1.1;SP;PF00249;-;-;-;-;-;AT3G10760.1;-;Homeodomain-like superfamily protein
Cre09.g410500;CHLRE_09g410500v5;0;0;0;0;10;0;0;0;0;1;1;0;-;-;-;g10170.t2, g10170.t1;C;PF01909;PTHR23092;-;-;-;GO:0016779;AT5G53770.1;-;Nucleotidyltransferase family protein
Cre09.g410650;CHLRE_09g410650v5;0;0;0;0;1;0;0;0;0;1;NA;0;HIS1;N-5-phosphoribosyl-ATP transferase;Performs the first step in the histidine biosynthesis pathway, the condensation of ATP with PRPP to form phosphoribosyl-ATP.  Presumably, the HIS1 gene contains within one of its internal introns a gene for a protein phosphatase 2C, encoded on the other s;g10171.t3,HIS1, g10171.t2,HIS1, g10171.t1,Cre09.g410650.t1.1,HIS1;C;PF02719,PF08029,PF01634, PF08029,PF01634, PF01634;PTHR21403;KOG2831;2.4.2.17;K00765;GO:0000105,GO:0003879,GO:0005737, GO:0009058,GO:0000105,GO:0000287,GO:0003879,GO:0005737, GO:0000105,GO:0000287,GO:0003879,GO:0005737;AT1G58080.1, AT1G09795.1;ATATP-PRT2,ATP-PRT2,HISN1B, ATATP-PRT1,ATP-PRT1,HISN1A;ATP phosphoribosyl transferase 1, ATP phosphoribosyl transferase 2
Cre09.g410700;CHLRE_09g410700v5;0;0;0;0;2;0;0;0;0;1;1;0;MDY5,MDH5;NADP-dependent malate dehydrogenase, chloroplastic;"NADP-dependent  malate dehydrogenase [EC: 1.1.1.82]; GI:19069739.  Found in the flagellar proteome [PMID: 15998802] (but this may be due to similarities with MDH2).  Component of the redox valve for nitrate and clustered with nitrate assimilation genes (i";g10173.t1,Cre09.g410700.t1.1,MDH5;C;PF02866,PF00056;PTHR23382;KOG1496;-;-;GO:0006108,GO:0016615,GO:0055114,GO:0016491;AT5G58330.1;-;lactate/malate dehydrogenase family protein
Cre09.g410750;CHLRE_09g410750v5;0;0;0;0;1;0;0;0;0;1;NA;0;NII1;Nitrite reductase;Nitrite reductase structural gene (Nii1) [GI:3776043, PMID: 9737004];g10174.t1,Cre09.g410750.t1.1,NII1;C;PF03460,PF01077;PTHR11493:SF37,PTHR11493;KOG0560;1.7.7.1;K00366;GO:0016491,GO:0055114,GO:0020037,GO:0051536;AT2G15620.1;ATHNIR,NIR,NIR1;nitrite reductase 1
Cre09.g410800;CHLRE_09g410800v5;0;0;0;0;3;0;0;0;0;1;1;0;NRT2.2,NAR4;High affinity nitrate transporter;High affinity nitrate transporter (system II).  Previously annotated as NAR4.  Needs Nar2 to function in vitro [PMID: 11289304];g10175.t1,Cre09.g410800.t1.1,NAR4;SP;PF07690;PTHR24003,PTHR24003:SF2;KOG2533;-;-;GO:0016021,GO:0055085;AT1G12940.1;ATNRT2.5,NRT2.5;nitrate transporter2.5
Cre09.g410850;CHLRE_09g410850v5;0;0;0;0;1;0;0;0;0;1;NA;0;NAR3;-;-;g10176.t1,Cre09.g410850.t1.1,NAR3,NRT2.1;O;PF07690;PTHR24003,PTHR24003:SF2;KOG2533;-;-;GO:0016021,GO:0055085;AT1G12940.1;ATNRT2.5,NRT2.5;nitrate transporter2.5
Cre09.g410900;CHLRE_09g410900v5;0;0;0;0;2;1;0;0;0;0.237530356347;1;1;NAR2;-;-;g10177.t1,Cre09.g410900.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre09.g410950;CHLRE_09g410950v5;0;0;0;0;4;0;0;0;0;1;1;0;NIT1;Nitrate reductase;"Nitrate reductase (1.6.6.3), converts nitrate to nitrite, the first step in nitrate assimilation; this cytosolic enzyme contains a molybdopterin (MoCo) binding domain, a dimerization domain, a cytochrome B5, a FAD-binding and a NAD-binding domain [PMID: 2";g10178.t1,Cre09.g410950.t1.1;O;PF03404,PF00175,PF00174,PF00173,PF00970;PTHR19370:SF5,PTHR19370;KOG0535;1.7.1.1;K00360;GO:0016491,GO:0030151,GO:0055114,GO:0009055,GO:0020037;AT1G37130.1;ATNR2,B29,CHL3,NIA2,NIA2-1,NR,NR2;nitrate reductase 2
Cre09.g411050;CHLRE_09g411050v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10179.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g411100;CHLRE_09g411100v5;0;0;0;0;1;0;0;0;0;1;NA;0;RPS10;Ribosomal protein S10, component of cytosolic 80S ribosome and 40S small subunit;"Cytosolic 80S ribosomal protein S10; Cytosolic 40S small ribosomal subunit protein S10";g10180.t1,Cre09.g411100.t1.1, g10180.t2;O;PF03501;PTHR12146;KOG3344;-;K02947;-;AT5G41520.1;-;RNA binding Plectin/S10 domain-containing protein
Cre09.g411150;CHLRE_09g411150v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10181.t1;SP;-;-;-;-;-;-;-;-;-
